week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,weekly_exports,accumulated_exports,outstanding_sales,gross_new_sales,current_marketing_year_net_sales,current_marketing_year_total_commitment,next_marketing_year_outstanding_sales,next_marketing_year_net_sales,unit
2016-06-02,2016,2017,6,1,22,1,wheat,european union,0,0,2020046,721481,127150,2020046,0,0,Metric Tons
2016-06-09,2016,2017,6,1,23,2,wheat,european union,0,0,2146148,197855,126102,2146148,0,0,Metric Tons
2016-06-16,2016,2017,6,1,24,3,wheat,european union,0,0,2028658,87000,-117490,2028658,0,0,Metric Tons
2016-06-23,2016,2017,6,1,25,4,wheat,european union,0,0,1943866,205000,-84792,1943866,0,0,Metric Tons
2016-06-30,2016,2017,6,1,26,5,wheat,european union,0,0,2270023,542500,326157,2270023,0,0,Metric Tons
2016-07-07,2016,2017,7,2,27,6,wheat,european union,0,0,2319213,134472,49190,2319213,0,0,Metric Tons
2016-07-14,2016,2017,7,2,28,7,wheat,european union,0,0,2455103,250390,135890,2455103,0,0,Metric Tons
2016-07-21,2016,2017,7,2,29,8,wheat,european union,0,0,2410562,143135,-44541,2410562,0,0,Metric Tons
2016-07-28,2016,2017,7,2,30,9,wheat,european union,0,0,2342772,175500,-67790,2342772,0,0,Metric Tons
2016-08-04,2016,2017,8,3,31,10,wheat,european union,0,0,2434072,195300,91300,2434072,0,0,Metric Tons
2016-08-11,2016,2017,8,3,32,11,wheat,european union,0,0,2471767,219050,37695,2471767,0,0,Metric Tons
2016-08-18,2016,2017,8,3,33,12,wheat,european union,0,0,2378652,95500,-93115,2378652,0,0,Metric Tons
2016-08-25,2016,2017,8,3,34,13,wheat,european union,0,0,2130952,13800,-247700,2130952,0,0,Metric Tons
2016-09-01,2016,2017,9,4,35,14,wheat,european union,0,0,2011652,281200,-119300,2011652,0,0,Metric Tons
2016-09-08,2016,2017,9,4,36,15,wheat,european union,0,0,1871963,129501,-139689,1871963,0,0,Metric Tons
2016-09-15,2016,2017,9,4,37,16,wheat,european union,0,0,1798765,209128,-73198,1798765,0,0,Metric Tons
2016-09-22,2016,2017,9,4,38,17,wheat,european union,0,0,1704301,250750,-94464,1704301,0,0,Metric Tons
2016-09-29,2016,2017,9,4,39,18,wheat,european union,0,0,1502001,81400,-202300,1502001,0,0,Metric Tons
2016-10-06,2016,2017,10,5,40,19,wheat,european union,0,0,1584501,179500,82500,1584501,0,0,Metric Tons
2016-10-13,2016,2017,10,5,41,20,wheat,european union,0,0,1553039,192388,-31462,1553039,0,0,Metric Tons
2016-10-20,2016,2017,10,5,42,21,wheat,european union,0,0,1770839,285900,217800,1770839,0,0,Metric Tons
2016-10-27,2016,2017,10,5,43,22,wheat,european union,0,0,1703639,23100,-67200,1703639,0,0,Metric Tons
2016-11-03,2016,2017,11,6,44,23,wheat,european union,0,0,2123819,523480,420180,2123819,0,0,Metric Tons
2016-11-10,2016,2017,11,6,45,24,wheat,european union,0,0,2301579,263260,177760,2301579,0,0,Metric Tons
2016-11-17,2016,2017,11,6,46,25,wheat,european union,0,0,2457144,415940,155565,2457144,0,0,Metric Tons
2016-11-24,2016,2017,11,6,47,26,wheat,european union,0,0,2277414,235050,-179730,2277414,0,0,Metric Tons
2016-12-01,2016,2017,12,7,48,27,wheat,european union,0,0,2188339,97825,-89075,2188339,0,0,Metric Tons
2016-12-08,2016,2017,12,7,49,28,wheat,european union,0,0,2229989,221900,41650,2229989,0,0,Metric Tons
2016-12-15,2016,2017,12,7,50,29,wheat,european union,0,0,2145199,89580,-84790,2145199,0,0,Metric Tons
2016-12-22,2016,2017,12,7,51,30,wheat,european union,0,0,2144108,115697,-1091,2144108,0,0,Metric Tons
2016-12-29,2016,2017,12,7,52,31,wheat,european union,0,0,1990748,47000,-153360,1990748,0,0,Metric Tons
2017-01-05,2017,2017,1,8,1,32,wheat,european union,0,0,2283658,292910,292910,2283658,0,0,Metric Tons
2017-01-12,2017,2017,1,8,2,33,wheat,european union,0,0,2209658,72665,-74000,2209658,0,0,Metric Tons
2017-01-19,2017,2017,1,8,3,34,wheat,european union,0,0,2421924,320246,212266,2421924,0,0,Metric Tons
2017-01-26,2017,2017,1,8,4,35,wheat,european union,0,0,2611620,202596,189696,2611620,0,0,Metric Tons
2017-02-02,2017,2017,2,9,5,36,wheat,european union,0,0,2587785,191495,-23835,2587785,0,0,Metric Tons
2017-02-09,2017,2017,2,9,6,37,wheat,european union,0,0,2736800,254815,149015,2736800,18000,18000,Metric Tons
2017-02-16,2017,2017,2,9,7,38,wheat,european union,0,0,2592180,174650,-144620,2592180,67000,49000,Metric Tons
2017-02-23,2017,2017,2,9,8,39,wheat,european union,0,0,2551830,241250,-40350,2551830,95300,28300,Metric Tons
2017-03-02,2017,2017,3,10,9,40,wheat,european union,0,0,2525310,185000,-26520,2525310,137700,42400,Metric Tons
2017-03-09,2017,2017,3,10,10,41,wheat,european union,0,0,2342641,50832,-182669,2342641,137700,0,Metric Tons
2017-03-16,2017,2017,3,10,11,42,wheat,european union,0,0,2121029,61050,-221612,2121029,176890,39190,Metric Tons
2017-03-23,2017,2017,3,10,12,43,wheat,european union,0,0,2067182,60200,-53847,2067182,263200,86310,Metric Tons
2017-03-30,2017,2017,3,10,13,44,wheat,european union,0,0,2201571,245100,134389,2201571,285700,22500,Metric Tons
2017-04-06,2017,2017,4,11,14,45,wheat,european union,0,0,2124956,57250,-76615,2124956,216600,-69100,Metric Tons
2017-04-13,2017,2017,4,11,15,46,wheat,european union,0,0,2014061,119700,-110895,2014061,254600,38000,Metric Tons
2017-04-20,2017,2017,4,11,16,47,wheat,european union,0,0,1703900,59300,-310161,1703900,367100,112500,Metric Tons
2017-04-27,2017,2017,4,11,17,48,wheat,european union,0,0,1590740,82690,-113160,1590740,524100,157000,Metric Tons
2017-05-04,2017,2017,5,12,18,49,wheat,european union,0,0,1275340,20400,-315400,1275340,570100,46000,Metric Tons
2017-05-11,2017,2017,5,12,19,50,wheat,european union,0,0,1143802,157152,-131538,1143802,635800,65700,Metric Tons
2017-05-18,2017,2017,5,12,20,51,wheat,european union,0,0,969852,90000,-173950,969852,664200,28400,Metric Tons
2017-05-25,2017,2017,5,12,21,52,wheat,european union,0,0,760782,5930,-209070,760782,731185,66985,Metric Tons
2017-06-01,2017,2017,6,1,22,53,wheat,european union,0,0,680030,0,-80752,680030,1558424,147209,Metric Tons
2021-09-02,2021,2022,9,1,35,1,corn,china,0,0,433445,15240,762,433445,0,0,Metric Tons
2021-09-09,2021,2022,9,1,36,2,corn,china,0,0,433713,1792,268,433713,0,0,Metric Tons
2021-09-16,2021,2022,9,1,37,3,corn,china,17070,17070,417189,546,546,434259,0,0,Metric Tons
2021-09-23,2021,2022,9,1,38,4,corn,china,0,17070,555592,138403,138403,572662,0,0,Metric Tons
2021-09-30,2021,2022,9,1,39,5,corn,china,0,17070,615592,60000,60000,632662,0,0,Metric Tons
2021-10-07,2021,2022,10,2,40,6,corn,china,56660,73730,661487,99207,102555,735217,0,0,Metric Tons
2021-10-14,2021,2022,10,2,41,7,corn,china,65067,138797,581151,5587,-15269,719948,0,0,Metric Tons
2021-10-21,2021,2022,10,2,42,8,corn,china,0,138797,589151,8000,8000,727948,0,0,Metric Tons
2021-10-28,2021,2022,10,2,43,9,corn,china,0,138797,694561,105410,105410,833358,0,0,Metric Tons
2021-11-04,2021,2022,11,3,44,10,corn,china,0,138797,691061,4500,-3500,829858,0,0,Metric Tons
2021-11-11,2021,2022,11,3,45,11,corn,china,127889,266686,610411,24018,47239,877097,0,0,Metric Tons
2021-11-18,2021,2022,11,3,46,12,corn,china,0,266686,622991,12580,12580,889677,0,0,Metric Tons
2021-11-25,2021,2022,11,3,47,13,corn,china,27693,294379,656496,80814,61198,950875,0,0,Metric Tons
2021-12-02,2021,2022,12,4,48,14,corn,china,26995,321374,685735,74364,56234,1007109,0,0,Metric Tons
2021-12-09,2021,2022,12,4,49,15,corn,china,0,321374,711537,25802,25802,1032911,0,0,Metric Tons
2021-12-16,2021,2022,12,4,50,16,corn,china,40137,361511,674129,4839,2729,1035640,0,0,Metric Tons
2021-12-23,2021,2022,12,4,51,17,corn,china,24244,385755,744453,94568,94568,1130208,0,0,Metric Tons
2021-12-30,2021,2022,12,4,52,18,corn,china,23675,409430,731303,10525,10525,1140733,0,0,Metric Tons
2022-01-06,2022,2022,1,5,1,19,corn,china,7604,417034,731303,7604,7604,1148337,0,0,Metric Tons
2022-01-13,2022,2022,1,5,2,20,corn,china,40873,457907,707366,26012,16936,1165273,0,0,Metric Tons
2022-01-20,2022,2022,1,5,3,21,corn,china,13589,471496,761671,69799,67894,1233167,0,0,Metric Tons
2022-01-27,2022,2022,1,5,4,22,corn,china,25016,496512,857331,131180,120676,1353843,0,0,Metric Tons
2022-02-03,2022,2022,2,6,5,23,corn,china,25143,521655,865744,33556,33556,1387399,0,0,Metric Tons
2022-02-10,2022,2022,2,6,6,24,corn,china,44909,566564,830626,10059,9791,1397190,0,0,Metric Tons
2022-02-17,2022,2022,2,6,7,25,corn,china,101200,667764,720616,10346,-8810,1388380,0,0,Metric Tons
2022-02-24,2022,2022,2,6,8,26,corn,china,0,667764,706558,4572,-14058,1374322,0,0,Metric Tons
2022-03-03,2022,2022,3,7,9,27,corn,china,22812,690576,720796,15312,37050,1411372,0,0,Metric Tons
2022-03-10,2022,2022,3,7,10,28,corn,china,87284,777860,633144,8127,-368,1411004,0,0,Metric Tons
2022-03-17,2022,2022,3,7,11,29,corn,china,0,777860,633144,0,0,1411004,0,0,Metric Tons
2022-03-24,2022,2022,3,7,12,30,corn,china,46773,824633,597232,8000,10861,1421865,0,0,Metric Tons
2022-03-31,2022,2022,3,7,13,31,corn,china,40768,865401,545834,1437,-10630,1411235,0,0,Metric Tons
2022-04-07,2022,2022,4,8,14,32,corn,china,0,865401,533025,113618,-12809,1398426,0,0,Metric Tons
2022-04-14,2022,2022,4,8,15,33,corn,china,16698,882099,501276,2371,-15051,1383375,0,0,Metric Tons
2022-04-21,2022,2022,4,8,16,34,corn,china,41944,924043,448199,3140,-11133,1372242,0,0,Metric Tons
2022-04-28,2022,2022,4,8,17,35,corn,china,47691,971734,327910,548,-72598,1299644,46697,46697,Metric Tons
2022-05-05,2022,2022,5,9,18,36,corn,china,19117,990851,293113,1553,-15680,1283964,46697,0,Metric Tons
2022-05-12,2022,2022,5,9,19,37,corn,china,40417,1031268,302217,58631,49521,1333485,0,-46697,Metric Tons
2022-05-19,2022,2022,5,9,20,38,corn,china,19331,1050599,298768,19840,15882,1349367,0,0,Metric Tons
2022-05-26,2022,2022,5,9,21,39,corn,china,17293,1067892,269775,60,-11700,1337667,7000,7000,Metric Tons
2022-06-02,2022,2022,6,10,22,40,corn,china,24916,1092808,217565,3327,-27294,1310373,7000,0,Metric Tons
2022-06-09,2022,2022,6,10,23,41,corn,china,0,1092808,217565,0,0,1310373,7000,0,Metric Tons
2022-06-16,2022,2022,6,10,24,42,corn,china,12987,1105795,204769,7691,191,1310564,9500,2500,Metric Tons
2022-06-23,2022,2022,6,10,25,43,corn,china,66821,1172616,148386,3114,10438,1321002,9500,0,Metric Tons
2022-06-30,2022,2022,6,10,26,44,corn,china,27282,1199898,119772,2597,-1332,1319670,33600,24100,Metric Tons
2022-07-07,2022,2022,7,11,27,45,corn,china,6948,1206846,111872,452,-952,1318718,33600,0,Metric Tons
2022-07-14,2022,2022,7,11,28,46,corn,china,0,1206846,112712,840,840,1319558,48600,15000,Metric Tons
2022-07-21,2022,2022,7,11,29,47,corn,china,65401,1272247,56572,6153,9261,1328819,48600,0,Metric Tons
2022-07-28,2022,2022,7,11,30,48,corn,china,0,1272247,56572,0,0,1328819,48600,0,Metric Tons
2022-08-04,2022,2022,8,12,31,49,corn,china,14348,1286595,38000,1026,-4224,1324595,48600,0,Metric Tons
2022-08-11,2022,2022,8,12,32,50,corn,china,0,1286595,38000,0,0,1324595,79027,30427,Metric Tons
2022-08-18,2022,2022,8,12,33,51,corn,china,0,1286595,38000,0,0,1324595,79027,0,Metric Tons
2022-08-25,2022,2022,8,12,34,52,corn,china,36006,1322601,7500,384,5506,1330101,118297,39270,Metric Tons
2022-09-01,2022,2022,9,1,35,53,corn,china,0,1322601,7500,0,0,1330101,156097,30300,Metric Tons
2019-09-05,2019,2020,9,1,36,1,corn,mexico,5599,5599,84173,36095,-7244,89772,0,0,Metric Tons
2019-09-12,2019,2020,9,1,37,2,corn,mexico,26073,31672,54633,1718,-3467,86305,0,0,Metric Tons
2019-09-19,2019,2020,9,1,38,3,corn,mexico,8739,40411,50619,4783,4725,91030,0,0,Metric Tons
2019-09-26,2019,2020,9,1,39,4,corn,mexico,11742,52153,82860,44346,43983,135013,2527,2527,Metric Tons
2019-10-03,2019,2020,10,2,40,5,corn,mexico,5442,57595,77830,888,412,135425,2527,0,Metric Tons
2019-10-10,2019,2020,10,2,41,6,corn,mexico,7413,65008,78178,8244,7761,143186,2413,-114,Metric Tons
2019-10-17,2019,2020,10,2,42,7,corn,mexico,6174,71182,84863,13256,12859,156045,2413,0,Metric Tons
2019-10-24,2019,2020,10,2,43,8,corn,mexico,17594,88776,62673,1095,-4596,151449,2413,0,Metric Tons
2019-10-31,2019,2020,10,2,44,9,corn,mexico,1310,90086,73017,11654,11654,163103,2413,0,Metric Tons
2019-11-07,2019,2020,11,3,45,10,corn,mexico,6683,96769,106227,40910,39893,202996,2413,0,Metric Tons
2019-11-14,2019,2020,11,3,46,11,corn,mexico,15066,111835,146205,60106,55044,258040,22734,20321,Metric Tons
2019-11-21,2019,2020,11,3,47,12,corn,mexico,2439,114274,229802,86383,86036,344076,22734,0,Metric Tons
2019-11-28,2019,2020,11,3,48,13,corn,mexico,7257,121531,241880,22065,19335,363411,25147,2413,Metric Tons
2019-12-05,2019,2020,12,4,49,14,corn,mexico,14707,136238,332060,126037,104887,468298,27560,2413,Metric Tons
2019-12-12,2019,2020,12,4,50,15,corn,mexico,5776,142014,372463,58753,46179,514477,37721,10161,Metric Tons
2019-12-19,2019,2020,12,4,51,16,corn,mexico,21820,163834,379768,30116,29125,543602,37721,0,Metric Tons
2019-12-26,2019,2020,12,4,52,17,corn,mexico,10349,174183,369485,779,66,543668,37721,0,Metric Tons
2020-01-02,2020,2020,1,5,1,18,corn,mexico,25125,199308,343996,451,-364,543304,37721,0,Metric Tons
2020-01-09,2020,2020,1,5,2,19,corn,mexico,6458,205766,335436,8191,-2102,541202,37721,0,Metric Tons
2020-01-16,2020,2020,1,5,3,20,corn,mexico,21238,227004,343534,29863,29336,570538,37721,0,Metric Tons
2020-01-23,2020,2020,1,5,4,21,corn,mexico,4287,231291,368779,29574,29532,600070,37721,0,Metric Tons
2020-01-30,2020,2020,1,5,5,22,corn,mexico,15836,247127,359691,12511,6748,606818,37721,0,Metric Tons
2020-02-06,2020,2020,2,6,6,23,corn,mexico,18744,265871,358974,18731,18027,624845,37721,0,Metric Tons
2020-02-13,2020,2020,2,6,7,24,corn,mexico,23895,289766,337206,2809,2127,626972,37721,0,Metric Tons
2020-02-20,2020,2020,2,6,8,25,corn,mexico,2987,292753,363245,29081,29026,655998,37721,0,Metric Tons
2020-02-27,2020,2020,2,6,9,26,corn,mexico,1253,294006,362301,359,309,656307,37721,0,Metric Tons
2020-03-05,2020,2020,3,7,10,27,corn,mexico,12408,306414,394700,44960,44807,701114,37721,0,Metric Tons
2020-03-12,2020,2020,3,7,11,28,corn,mexico,31932,338346,367387,5655,4619,705733,37721,0,Metric Tons
2020-03-19,2020,2020,3,7,12,29,corn,mexico,13172,351518,355052,1060,837,706570,37721,0,Metric Tons
2020-03-26,2020,2020,3,7,13,30,corn,mexico,17744,369262,340352,3455,3044,709614,47882,10161,Metric Tons
2020-04-02,2020,2020,4,8,14,31,corn,mexico,34008,403270,316754,11237,10410,720024,47882,0,Metric Tons
2020-04-09,2020,2020,4,8,15,32,corn,mexico,6270,409540,320892,12993,10408,730432,58043,10161,Metric Tons
2020-04-16,2020,2020,4,8,16,33,corn,mexico,31232,440772,291011,12128,1351,731783,60456,2413,Metric Tons
2020-04-23,2020,2020,4,8,17,34,corn,mexico,5420,446192,286306,5287,715,732498,64114,3658,Metric Tons
2020-04-30,2020,2020,4,8,18,35,corn,mexico,4630,450822,283871,19766,2195,734693,64114,0,Metric Tons
2020-05-07,2020,2020,5,9,19,36,corn,mexico,41405,492227,250478,3922,8012,742705,64114,0,Metric Tons
2020-05-14,2020,2020,5,9,20,37,corn,mexico,13740,505967,236934,2021,196,742901,65211,1097,Metric Tons
2020-05-21,2020,2020,5,9,21,38,corn,mexico,17710,523677,223014,4110,3790,746691,65211,0,Metric Tons
2020-05-28,2020,2020,5,9,22,39,corn,mexico,9272,532949,235360,21944,21618,768309,67624,2413,Metric Tons
2020-06-04,2020,2020,6,10,23,40,corn,mexico,8837,541786,229268,2863,2745,771054,67624,0,Metric Tons
2020-06-11,2020,2020,6,10,24,41,corn,mexico,22611,564397,196813,320,-9844,761210,77785,10161,Metric Tons
2020-06-18,2020,2020,6,10,25,42,corn,mexico,4457,568854,199484,7768,7128,768338,77785,0,Metric Tons
2020-06-25,2020,2020,6,10,26,43,corn,mexico,10705,579559,190371,21929,1592,769930,77785,0,Metric Tons
2020-07-02,2020,2020,7,11,27,44,corn,mexico,17187,596746,173146,51239,-38,769892,77785,0,Metric Tons
2020-07-09,2020,2020,7,11,28,45,corn,mexico,27600,624346,164220,19350,18674,788566,77785,0,Metric Tons
2020-07-16,2020,2020,7,11,29,46,corn,mexico,16831,641177,165961,19699,18572,807138,77785,0,Metric Tons
2020-07-23,2020,2020,7,11,30,47,corn,mexico,7179,648356,105081,1977,-53701,753437,153463,75678,Metric Tons
2020-07-30,2020,2020,7,11,31,48,corn,mexico,16136,664492,96101,7376,7156,760593,170990,17527,Metric Tons
2020-08-06,2020,2020,8,12,32,49,corn,mexico,7764,672256,97314,9108,8977,769570,177848,6858,Metric Tons
2020-08-13,2020,2020,8,12,33,50,corn,mexico,36933,709189,65114,4948,4733,774303,185082,7234,Metric Tons
2020-08-20,2020,2020,8,12,34,51,corn,mexico,33262,742451,37973,7623,6121,780424,180435,-4647,Metric Tons
2020-08-27,2020,2020,8,12,35,52,corn,mexico,10735,753186,27430,306,192,780616,183991,3556,Metric Tons
2020-09-03,2020,2020,9,1,36,53,corn,mexico,5771,758957,21713,54,54,780670,157154,-646,Metric Tons
2020-10-01,2020,2021,10,1,40,1,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-10-08,2020,2021,10,1,41,2,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-10-15,2020,2021,10,1,42,3,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-10-22,2020,2021,10,1,43,4,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-10-29,2020,2021,10,1,44,5,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-11-05,2020,2021,11,2,45,6,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-11-12,2020,2021,11,2,46,7,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-11-19,2020,2021,11,2,47,8,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-11-26,2020,2021,11,2,48,9,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-12-03,2020,2021,12,3,49,10,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-12-10,2020,2021,12,3,50,11,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-12-17,2020,2021,12,3,51,12,soybean oil,european union,0,0,4000,4000,4000,4000,0,0,Metric Tons
2020-12-24,2020,2021,12,3,52,13,soybean oil,european union,0,0,37000,33000,33000,37000,0,0,Metric Tons
2020-12-31,2020,2021,12,3,53,14,soybean oil,european union,0,0,37000,0,0,37000,0,0,Metric Tons
2021-01-07,2021,2021,1,4,1,15,soybean oil,european union,0,0,45500,8500,8500,45500,0,0,Metric Tons
2021-01-14,2021,2021,1,4,2,16,soybean oil,european union,0,0,45500,0,0,45500,0,0,Metric Tons
2021-01-21,2021,2021,1,4,3,17,soybean oil,european union,0,0,45500,0,0,45500,0,0,Metric Tons
2021-01-28,2021,2021,1,4,4,18,soybean oil,european union,0,0,30500,0,-15000,30500,0,0,Metric Tons
2021-02-04,2021,2021,2,5,5,19,soybean oil,european union,0,0,30500,0,0,30500,0,0,Metric Tons
2021-02-11,2021,2021,2,5,6,20,soybean oil,european union,0,0,30500,0,0,30500,0,0,Metric Tons
2021-02-18,2021,2021,2,5,7,21,soybean oil,european union,0,0,30500,0,0,30500,0,0,Metric Tons
2021-02-25,2021,2021,2,5,8,22,soybean oil,european union,0,0,30500,0,0,30500,0,0,Metric Tons
2021-03-04,2021,2021,3,6,9,23,soybean oil,european union,0,0,0,0,-30500,0,0,0,Metric Tons
2021-03-11,2021,2021,3,6,10,24,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-03-18,2021,2021,3,6,11,25,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-03-25,2021,2021,3,6,12,26,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-04-01,2021,2021,4,7,13,27,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-04-08,2021,2021,4,7,14,28,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-04-15,2021,2021,4,7,15,29,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-04-22,2021,2021,4,7,16,30,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-04-29,2021,2021,4,7,17,31,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-05-06,2021,2021,5,8,18,32,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-05-13,2021,2021,5,8,19,33,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-05-20,2021,2021,5,8,20,34,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-05-27,2021,2021,5,8,21,35,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-06-03,2021,2021,6,9,22,36,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-06-10,2021,2021,6,9,23,37,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-06-17,2021,2021,6,9,24,38,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-06-24,2021,2021,6,9,25,39,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-07-01,2021,2021,7,10,26,40,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-07-08,2021,2021,7,10,27,41,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-07-15,2021,2021,7,10,28,42,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-07-22,2021,2021,7,10,29,43,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-07-29,2021,2021,7,10,30,44,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-08-05,2021,2021,8,11,31,45,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-08-12,2021,2021,8,11,32,46,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-08-19,2021,2021,8,11,33,47,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-08-26,2021,2021,8,11,34,48,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-09-02,2021,2021,9,12,35,49,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-09-09,2021,2021,9,12,36,50,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-09-16,2021,2021,9,12,37,51,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-09-23,2021,2021,9,12,38,52,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2021-09-30,2021,2021,9,12,39,53,soybean oil,european union,0,0,0,0,0,0,0,0,Metric Tons
2020-09-03,2020,2021,9,1,36,1,corn,european union,0,0,2127280,166760,16305,2127280,0,0,Metric Tons
2020-09-10,2020,2021,9,1,37,2,corn,european union,0,0,2487496,621620,360216,2487496,0,0,Metric Tons
2020-09-17,2020,2021,9,1,38,3,corn,european union,0,0,2858989,578600,371493,2858989,0,0,Metric Tons
2020-09-24,2020,2021,9,1,39,4,corn,european union,0,0,3560297,743140,701308,3560297,0,0,Metric Tons
