week_ending_date,calendar_year,marketing_year,calendar_month,marketing_year_month,calendar_week,marketing_year_week,commodity,country,weekly_exports,accumulated_exports,outstanding_sales,gross_new_sales,current_marketing_year_net_sales,current_marketing_year_total_commitment,next_marketing_year_outstanding_sales,next_marketing_year_net_sales,unit
2024-11-28,2024,2025,11,2,48,9,soybean oil,japan,2753,9173,39926,6538,4538,49099,0,0,Metric Tons
2024-12-05,2024,2025,12,3,49,10,soybean oil,japan,3281,12454,44472,7827,7827,56926,0,0,Metric Tons
2024-12-12,2024,2025,12,3,50,11,soybean oil,japan,5945,18399,43348,4821,4821,61747,279,279,Metric Tons
2024-12-19,2024,2025,12,3,51,12,soybean oil,japan,3062,21461,44409,4123,4123,65870,279,0,Metric Tons
2024-12-26,2024,2025,12,3,52,13,soybean oil,japan,4829,26290,41148,1904,1568,67438,279,0,Metric Tons
2025-01-02,2025,2025,1,4,1,14,soybean oil,japan,1115,27405,40492,3189,459,67897,279,0,Metric Tons
2025-01-09,2025,2025,1,4,2,15,soybean oil,japan,2822,30227,42057,4387,4387,72284,372,93,Metric Tons
2025-01-16,2025,2025,1,4,3,16,soybean oil,japan,2045,32272,40436,424,424,72708,372,0,Metric Tons
2025-01-23,2025,2025,1,4,4,17,soybean oil,japan,5135,37407,39597,4296,4296,77004,372,0,Metric Tons
2025-01-30,2025,2025,1,4,5,18,soybean oil,japan,7281,44688,34202,7886,1886,78890,372,0,Metric Tons
2025-02-06,2025,2025,2,5,6,19,soybean oil,japan,3536,48224,34137,3471,3471,82361,372,0,Metric Tons
2025-02-13,2025,2025,2,5,7,20,soybean oil,japan,2998,51222,38276,7137,7137,89498,372,0,Metric Tons
2025-02-20,2025,2025,2,5,8,21,soybean oil,japan,8149,59371,33793,6666,3666,93164,372,0,Metric Tons
2025-02-27,2025,2025,2,5,9,22,soybean oil,japan,5412,64783,36862,8481,8481,101645,372,0,Metric Tons
2025-03-06,2025,2025,3,6,10,23,soybean oil,japan,6228,71011,35382,5248,4748,106393,372,0,Metric Tons
2025-03-13,2025,2025,3,6,11,24,soybean oil,japan,2571,73582,38719,7408,5908,112301,372,0,Metric Tons
2025-03-20,2025,2025,3,6,12,25,soybean oil,japan,6974,80556,30770,5025,-975,111326,372,0,Metric Tons
2025-03-27,2025,2025,3,6,13,26,soybean oil,japan,2291,82847,29109,630,630,111956,9485,9113,Metric Tons
2025-04-03,2025,2025,4,7,14,27,soybean oil,japan,5909,88756,26217,3017,3017,114973,9485,0,Metric Tons
2025-04-10,2025,2025,4,7,15,28,soybean oil,japan,3131,91887,29377,6291,6291,121264,11716,2231,Metric Tons
2025-04-17,2025,2025,4,7,16,29,soybean oil,japan,2931,94818,30603,4157,4157,125421,11716,0,Metric Tons
2025-04-24,2025,2025,4,7,17,30,soybean oil,japan,8838,103656,26019,10754,4254,129675,11716,0,Metric Tons
2025-05-01,2025,2025,5,8,18,31,soybean oil,japan,4310,107966,21770,2715,61,129736,12832,1116,Metric Tons
2025-05-08,2025,2025,5,8,19,32,soybean oil,japan,3652,111618,21667,3549,3549,133285,12832,0,Metric Tons
2025-05-15,2025,2025,5,8,20,33,soybean oil,japan,6046,117664,25016,9395,9395,142680,12832,0,Metric Tons
2025-05-22,2025,2025,5,8,21,34,soybean oil,japan,5960,123624,20760,1704,1704,144384,12832,0,Metric Tons
2025-05-29,2025,2025,5,8,22,35,soybean oil,japan,1379,125003,22856,5475,3475,147859,12832,0,Metric Tons
2025-06-05,2025,2025,6,9,23,36,soybean oil,japan,4893,129896,21815,3859,3852,151711,12832,0,Metric Tons
2025-06-12,2025,2025,6,9,24,37,soybean oil,japan,3708,133604,20530,2423,2423,154134,12832,0,Metric Tons
2025-06-19,2025,2025,6,9,25,38,soybean oil,japan,2978,136582,18818,1266,1266,155400,12832,0,Metric Tons
2025-06-26,2025,2025,6,9,26,39,soybean oil,japan,4040,140622,17919,3141,3141,158541,12832,0,Metric Tons
2025-07-03,2025,2025,7,10,27,40,soybean oil,japan,3832,144454,17766,3679,3679,162220,12832,0,Metric Tons
2025-07-10,2025,2025,7,10,28,41,soybean oil,japan,2279,146733,17082,1596,1595,163815,12832,0,Metric Tons
2025-07-17,2025,2025,7,10,29,42,soybean oil,japan,2096,148829,13465,436,-1521,162294,14785,1953,Metric Tons
2025-07-24,2025,2025,7,10,30,43,soybean oil,japan,3396,152225,12622,2553,2553,164847,15343,558,Metric Tons
2025-07-31,2025,2025,7,10,31,44,soybean oil,japan,1975,154200,17105,6458,6458,171305,15343,0,Metric Tons
2025-08-07,2025,2025,8,11,32,45,soybean oil,japan,3507,157707,15332,1734,1734,173039,15343,0,Metric Tons
2025-08-14,2025,2025,8,11,33,46,soybean oil,japan,3716,161423,14363,2747,2747,175786,15343,0,Metric Tons
2025-08-21,2025,2025,8,11,34,47,soybean oil,japan,3345,164768,13380,2362,2362,178148,15436,93,Metric Tons
2025-08-28,2025,2025,8,11,35,48,soybean oil,japan,2256,167024,10875,1518,-249,177899,17203,1767,Metric Tons
2025-09-04,2025,2025,9,12,36,49,soybean oil,japan,3247,170271,9868,2240,2240,180139,17203,0,Metric Tons
2025-09-11,2025,2025,9,12,37,50,soybean oil,japan,1617,171888,8524,273,273,180412,17203,0,Metric Tons
2025-09-18,2025,2025,9,12,38,51,soybean oil,japan,1094,172982,5873,543,-1557,178855,19213,2010,Metric Tons
2025-09-25,2025,2025,9,12,39,52,soybean oil,japan,3868,176850,4091,2086,2086,180941,22189,2976,Metric Tons
2025-10-02,2025,2025,10,1,40,53,soybean oil,japan,831,177681,2118,641,-1142,179799,26282,3555,Metric Tons
2018-09-06,2018,2019,9,1,36,1,soybeans,japan,49024,49024,2005705,196036,5071,2054729,0,0,Metric Tons
2018-09-13,2018,2019,9,1,37,2,soybeans,japan,140931,189955,2030417,166961,165643,2220372,0,0,Metric Tons
2018-09-20,2018,2019,9,1,38,3,soybeans,japan,103275,293230,1972305,47092,45163,2265535,0,0,Metric Tons
2018-09-27,2018,2019,9,1,39,4,soybeans,japan,65718,358948,2637008,730843,730421,2995956,0,0,Metric Tons
2018-10-04,2018,2019,10,2,40,5,soybeans,japan,65627,424575,2628419,60352,57038,3052994,0,0,Metric Tons
2018-10-11,2018,2019,10,2,41,6,soybeans,japan,56457,481032,2683500,112632,111538,3164532,0,0,Metric Tons
2018-10-18,2018,2019,10,2,42,7,soybeans,japan,124890,605922,2594340,37540,35730,3200262,0,0,Metric Tons
2018-10-25,2018,2019,10,2,43,8,soybeans,japan,179438,785360,2479278,42202,64376,3264638,0,0,Metric Tons
2018-11-01,2018,2019,11,3,44,9,soybeans,japan,140191,925551,2369438,35610,30351,3294989,0,0,Metric Tons
2018-11-08,2018,2019,11,3,45,10,soybeans,japan,52132,977683,2366076,51559,48770,3343759,0,0,Metric Tons
2018-11-15,2018,2019,11,3,46,11,soybeans,japan,91863,1069546,2282266,9496,8053,3351812,0,0,Metric Tons
2018-11-22,2018,2019,11,3,47,12,soybeans,japan,114892,1184438,2261631,47593,94257,3446069,0,0,Metric Tons
2018-11-29,2018,2019,11,3,48,13,soybeans,japan,63602,1248040,2165173,681,-32856,3413213,0,0,Metric Tons
2018-12-06,2018,2019,12,4,49,14,soybeans,japan,115570,1363610,2055916,8851,6313,3419526,0,0,Metric Tons
2018-12-13,2018,2019,12,4,50,15,soybeans,japan,79442,1443052,2300823,327364,324349,3743875,0,0,Metric Tons
2018-12-20,2018,2019,12,4,51,16,soybeans,japan,103063,1546115,2364694,166938,166934,3910809,9800,9800,Metric Tons
2018-12-27,2018,2019,12,4,52,17,soybeans,japan,104675,1650790,2303081,44362,43062,3953871,9800,0,Metric Tons
2019-01-03,2019,2019,1,5,1,18,soybeans,japan,65537,1716327,2383602,158211,146058,4099929,9800,0,Metric Tons
2019-01-10,2019,2019,1,5,2,19,soybeans,japan,0,1716327,2383602,0,0,4099929,9800,0,Metric Tons
2019-01-17,2019,2019,1,5,3,20,soybeans,japan,0,1716327,2383602,0,0,4099929,9800,0,Metric Tons
2019-01-24,2019,2019,1,5,4,21,soybeans,japan,0,1716327,2383602,0,0,4099929,9800,0,Metric Tons
2019-01-31,2019,2019,1,5,5,22,soybeans,japan,0,1716327,2383602,0,0,4099929,9800,0,Metric Tons
2019-02-07,2019,2019,2,6,6,23,soybeans,japan,0,1716327,2383602,0,0,4099929,9800,0,Metric Tons
2019-02-14,2019,2019,2,6,7,24,soybeans,japan,635542,2351869,2087573,333075,339513,4439442,62520,52720,Metric Tons
2019-02-21,2019,2019,2,6,8,25,soybeans,japan,81284,2433153,2039902,55681,33613,4473055,62520,0,Metric Tons
2019-02-28,2019,2019,2,6,9,26,soybeans,japan,61356,2494509,2036562,60055,58016,4531071,134520,72000,Metric Tons
2019-03-07,2019,2019,3,7,10,27,soybeans,japan,217017,2711526,1887086,69193,67541,4598612,134520,0,Metric Tons
2019-03-14,2019,2019,3,7,11,28,soybeans,japan,118167,2829693,1717934,3576,-50985,4547627,134520,0,Metric Tons
2019-03-21,2019,2019,3,7,12,29,soybeans,japan,65379,2895072,1679754,62513,27199,4574826,134520,0,Metric Tons
2019-03-28,2019,2019,3,7,13,30,soybeans,japan,93791,2988863,1591942,20825,5979,4580805,154520,20000,Metric Tons
2019-04-04,2019,2019,4,8,14,31,soybeans,japan,107719,3096582,1555207,107493,70984,4651789,154520,0,Metric Tons
2019-04-11,2019,2019,4,8,15,32,soybeans,japan,114341,3210923,1447576,11276,6710,4658499,174120,19600,Metric Tons
2019-04-18,2019,2019,4,8,16,33,soybeans,japan,160003,3370926,1287573,16646,0,4658499,190120,16000,Metric Tons
2019-04-25,2019,2019,4,8,17,34,soybeans,japan,33745,3404671,1263154,10916,9326,4667825,190120,0,Metric Tons
2019-05-02,2019,2019,5,9,18,35,soybeans,japan,58147,3462818,1225130,24004,20123,4687948,484042,293922,Metric Tons
2019-05-09,2019,2019,5,9,19,36,soybeans,japan,110477,3573295,1121638,8821,6985,4694933,484042,0,Metric Tons
2019-05-16,2019,2019,5,9,20,37,soybeans,japan,100625,3673920,1025893,5490,4880,4699813,484042,0,Metric Tons
2019-05-23,2019,2019,5,9,21,38,soybeans,japan,31256,3705176,992023,10886,-2614,4697199,484042,0,Metric Tons
2019-05-30,2019,2019,5,9,22,39,soybeans,japan,67259,3772435,956055,34529,31291,4728490,484042,0,Metric Tons
2019-06-06,2019,2019,6,10,23,40,soybeans,japan,75520,3847955,881116,800,581,4729071,505042,21000,Metric Tons
2019-06-13,2019,2019,6,10,24,41,soybeans,japan,54876,3902831,868756,44088,42516,4771587,505042,0,Metric Tons
2019-06-20,2019,2019,6,10,25,42,soybeans,japan,44999,3947830,881914,58157,58157,4829744,597442,92400,Metric Tons
2019-06-27,2019,2019,6,10,26,43,soybeans,japan,88023,4035853,860504,67690,66613,4896357,597442,0,Metric Tons
2019-07-04,2019,2019,7,11,27,44,soybeans,japan,65080,4100933,805644,11606,10220,4906577,597442,0,Metric Tons
2019-07-11,2019,2019,7,11,28,45,soybeans,japan,129638,4230571,643960,27831,-32046,4874531,619214,21772,Metric Tons
2019-07-18,2019,2019,7,11,29,46,soybeans,japan,105311,4335882,534582,1362,-4067,4870464,714214,95000,Metric Tons
2019-07-25,2019,2019,7,11,30,47,soybeans,japan,142659,4478541,453769,15327,61846,4932310,714214,0,Metric Tons
2019-08-01,2019,2019,8,12,31,48,soybeans,japan,112793,4591334,346938,12245,5962,4938272,714214,0,Metric Tons
2019-08-08,2019,2019,8,12,32,49,soybeans,japan,67493,4658827,293438,14431,13993,4952265,818566,104352,Metric Tons
2019-08-15,2019,2019,8,12,33,50,soybeans,japan,91371,4750198,213306,12805,11239,4963504,930040,111474,Metric Tons
2019-08-22,2019,2019,8,12,34,51,soybeans,japan,72952,4823150,143490,3136,3136,4966640,1053050,123010,Metric Tons
2019-08-29,2019,2019,8,12,35,52,soybeans,japan,72389,4895539,118620,48857,47519,5014159,1155050,102000,Metric Tons
2019-09-05,2019,2019,9,1,36,53,soybeans,japan,22533,4918072,96276,189,189,5014348,1846782,644279,Metric Tons
2020-09-03,2020,2021,9,1,36,1,soybeans,mexico,37,37,49114,15361,1360,49151,0,0,Metric Tons
2020-09-10,2020,2021,9,1,37,2,soybeans,mexico,2605,2642,47340,832,831,49982,0,0,Metric Tons
2020-09-17,2020,2021,9,1,38,3,soybeans,mexico,30973,33615,19788,3422,3421,53403,0,0,Metric Tons
2020-09-24,2020,2021,9,1,39,4,soybeans,mexico,2507,36122,19224,1980,1943,55346,0,0,Metric Tons
2020-10-01,2020,2021,10,2,40,5,soybeans,mexico,2097,38219,17321,194,194,55540,0,0,Metric Tons
2020-10-08,2020,2021,10,2,41,6,soybeans,mexico,2126,40345,16644,1692,1449,56989,0,0,Metric Tons
2020-10-15,2020,2021,10,2,42,7,soybeans,mexico,2103,42448,17018,2477,2477,59466,0,0,Metric Tons
2020-10-22,2020,2021,10,2,43,8,soybeans,mexico,2227,44675,15642,851,851,60317,0,0,Metric Tons
2020-10-29,2020,2021,10,2,44,9,soybeans,mexico,1805,46480,85207,71983,71370,131687,0,0,Metric Tons
2020-11-05,2020,2021,11,3,45,10,soybeans,mexico,9178,55658,83930,7901,7901,139588,0,0,Metric Tons
2020-11-12,2020,2021,11,3,46,11,soybeans,mexico,2151,57809,82642,863,863,140451,0,0,Metric Tons
2020-11-19,2020,2021,11,3,47,12,soybeans,mexico,1706,59515,83764,2828,2828,143279,0,0,Metric Tons
2020-11-26,2020,2021,11,3,48,13,soybeans,mexico,1283,60798,82481,0,0,143279,0,0,Metric Tons
2020-12-03,2020,2021,12,4,49,14,soybeans,mexico,1426,62224,53977,898,-27078,116201,0,0,Metric Tons
2020-12-10,2020,2021,12,4,50,15,soybeans,mexico,1365,63589,53981,1369,1369,117570,0,0,Metric Tons
2020-12-17,2020,2021,12,4,51,16,soybeans,mexico,1696,65285,19787,2536,-32498,85072,0,0,Metric Tons
2020-12-24,2020,2021,12,4,52,17,soybeans,mexico,914,66199,19962,1089,1089,86161,0,0,Metric Tons
2020-12-31,2020,2021,12,4,53,18,soybeans,mexico,717,66916,20062,817,817,86978,0,0,Metric Tons
2021-01-07,2021,2021,1,5,1,19,soybeans,mexico,1226,68142,18835,0,-1,86977,0,0,Metric Tons
2021-01-14,2021,2021,1,5,2,20,soybeans,mexico,2159,70301,16677,1,1,86978,0,0,Metric Tons
2021-01-21,2021,2021,1,5,3,21,soybeans,mexico,1964,72265,17580,2867,2867,89845,1361,1361,Metric Tons
2021-01-28,2021,2021,1,5,4,22,soybeans,mexico,2511,74776,8385,816,-6684,83161,1361,0,Metric Tons
2021-02-04,2021,2021,2,6,5,23,soybeans,mexico,2590,77366,7906,2111,2111,85272,1361,0,Metric Tons
2021-02-11,2021,2021,2,6,6,24,soybeans,mexico,1320,78686,10431,3845,3845,89117,1361,0,Metric Tons
2021-02-18,2021,2021,2,6,7,25,soybeans,mexico,1181,79867,9321,71,71,89188,1361,0,Metric Tons
2021-02-25,2021,2021,2,6,8,26,soybeans,mexico,1170,81037,8252,102,101,89289,2722,1361,Metric Tons
2021-03-04,2021,2021,3,7,9,27,soybeans,mexico,1369,82406,6916,33,33,89322,2722,0,Metric Tons
2021-03-11,2021,2021,3,7,10,28,soybeans,mexico,2542,84948,8047,3673,3673,92995,2722,0,Metric Tons
2021-03-18,2021,2021,3,7,11,29,soybeans,mexico,3064,88012,9147,4164,4164,97159,2722,0,Metric Tons
2021-03-25,2021,2021,3,7,12,30,soybeans,mexico,2008,90020,18605,11466,11466,108625,2722,0,Metric Tons
2021-04-01,2021,2021,4,8,13,31,soybeans,mexico,1302,91322,17344,41,41,108666,2722,0,Metric Tons
2021-04-08,2021,2021,4,8,14,32,soybeans,mexico,1272,92594,27650,11579,11578,120244,3266,544,Metric Tons
2021-04-15,2021,2021,4,8,15,33,soybeans,mexico,937,93531,36996,10283,10283,130527,3529,263,Metric Tons
2021-04-22,2021,2021,4,8,16,34,soybeans,mexico,12414,105945,46699,22117,22117,152644,3538,9,Metric Tons
2021-04-29,2021,2021,4,8,17,35,soybeans,mexico,453,106398,47190,944,944,153588,3538,0,Metric Tons
2021-05-06,2021,2021,5,9,18,36,soybeans,mexico,2620,109018,45497,927,927,154515,3538,0,Metric Tons
2021-05-13,2021,2021,5,9,19,37,soybeans,mexico,289,109307,57454,12246,12246,166761,3538,0,Metric Tons
2021-05-20,2021,2021,5,9,20,38,soybeans,mexico,727,110034,67613,10886,10886,177647,3538,0,Metric Tons
2021-05-27,2021,2021,5,9,21,39,soybeans,mexico,848,110882,77651,10886,10886,188533,3538,0,Metric Tons
2021-06-03,2021,2021,6,10,22,40,soybeans,mexico,22787,133669,64920,10056,10056,198589,3538,0,Metric Tons
2021-06-10,2021,2021,6,10,23,41,soybeans,mexico,2313,135982,71997,9390,9390,207979,3538,0,Metric Tons
2021-06-17,2021,2021,6,10,24,42,soybeans,mexico,13919,149901,60178,2100,2100,210079,4082,544,Metric Tons
2021-06-24,2021,2021,6,10,25,43,soybeans,mexico,2798,152699,77181,19801,19801,229880,3538,-544,Metric Tons
2021-07-01,2021,2021,7,11,26,44,soybeans,mexico,12162,164861,65166,272,147,230027,3538,0,Metric Tons
2021-07-08,2021,2021,7,11,27,45,soybeans,mexico,9131,173992,57154,1119,1119,231146,3538,0,Metric Tons
2021-07-15,2021,2021,7,11,28,46,soybeans,mexico,1335,175327,55932,138,113,231259,3538,0,Metric Tons
2021-07-22,2021,2021,7,11,29,47,soybeans,mexico,33205,208532,24055,1668,1328,232587,3592,54,Metric Tons
2021-07-29,2021,2021,7,11,30,48,soybeans,mexico,1088,209620,26368,3402,3401,235988,3592,0,Metric Tons
2021-08-05,2021,2021,8,12,31,49,soybeans,mexico,22534,232154,3643,1,-191,235797,3592,0,Metric Tons
2021-08-12,2021,2021,8,12,32,50,soybeans,mexico,305,232459,3882,544,544,236341,5225,1633,Metric Tons
2021-08-19,2021,2021,8,12,33,51,soybeans,mexico,1987,234446,2168,273,273,236614,5225,0,Metric Tons
2021-08-26,2021,2021,8,12,34,52,soybeans,mexico,793,235239,3109,1768,1734,238348,5225,0,Metric Tons
2021-09-02,2021,2021,9,1,35,53,soybeans,mexico,156,235395,2072,0,-881,237467,7841,544,Metric Tons
2019-09-05,2019,2020,9,1,36,1,corn,japan,212010,212010,3407428,495420,193847,3619438,60000,0,Metric Tons
2019-09-12,2019,2020,9,1,37,2,corn,japan,237173,449183,4328430,1164121,1158175,4777613,124914,64914,Metric Tons
2019-09-19,2019,2020,9,1,38,3,corn,japan,169662,618845,4355608,208566,196840,4974453,124914,0,Metric Tons
2019-09-26,2019,2020,9,1,39,4,corn,japan,275596,894441,4441128,341253,361116,5335569,124914,0,Metric Tons
2019-10-03,2019,2020,10,2,40,5,corn,japan,214923,1109364,4263829,40610,37624,5373193,124914,0,Metric Tons
2019-10-10,2019,2020,10,2,41,6,corn,japan,255558,1364922,4099762,105317,91491,5464684,124914,0,Metric Tons
2019-10-17,2019,2020,10,2,42,7,corn,japan,209438,1574360,4237692,357709,347368,5812052,216354,91440,Metric Tons
2019-10-24,2019,2020,10,2,43,8,corn,japan,204637,1778997,4330491,343276,297436,6109488,216354,0,Metric Tons
2019-10-31,2019,2020,10,2,44,9,corn,japan,226064,2005061,4291285,198993,186858,6296346,216354,0,Metric Tons
2019-11-07,2019,2020,11,3,45,10,corn,japan,304419,2309480,4034069,47940,47203,6343549,216354,0,Metric Tons
2019-11-14,2019,2020,11,3,46,11,corn,japan,375047,2684527,4045641,349056,386619,6730168,241942,25588,Metric Tons
2019-11-21,2019,2020,11,3,47,12,corn,japan,322271,3006798,3811226,114904,87856,6818024,241942,0,Metric Tons
2019-11-28,2019,2020,11,3,48,13,corn,japan,288081,3294879,3567391,47661,44246,6862270,241942,0,Metric Tons
2019-12-05,2019,2020,12,4,49,14,corn,japan,260891,3555770,3823668,519965,517168,7379438,241942,0,Metric Tons
2019-12-12,2019,2020,12,4,50,15,corn,japan,295657,3851427,4680703,1166203,1152692,8532130,767902,525960,Metric Tons
2019-12-19,2019,2020,12,4,51,16,corn,japan,154573,4006000,4742424,235935,216294,8748424,767902,0,Metric Tons
2019-12-26,2019,2020,12,4,52,17,corn,japan,166603,4172603,4813512,238293,237691,8986115,767902,0,Metric Tons
2020-01-02,2020,2020,1,5,1,18,corn,japan,265447,4438050,4506573,19201,-41492,8944623,767902,0,Metric Tons
2020-01-09,2020,2020,1,5,2,19,corn,japan,192157,4630207,4430781,116706,116365,9060988,767902,0,Metric Tons
2020-01-16,2020,2020,1,5,3,20,corn,japan,161170,4791377,4539549,304559,269938,9330926,767902,0,Metric Tons
2020-01-23,2020,2020,1,5,4,21,corn,japan,277632,5069009,4452070,190153,190153,9521079,767902,0,Metric Tons
2020-01-30,2020,2020,1,5,5,22,corn,japan,278439,5347448,4612993,409485,439362,9960441,767902,0,Metric Tons
2020-02-06,2020,2020,2,6,6,23,corn,japan,228651,5576099,4436937,52739,52595,10013036,767902,0,Metric Tons
2020-02-13,2020,2020,2,6,7,24,corn,japan,246890,5822989,4477847,291710,287800,10300836,767902,0,Metric Tons
2020-02-20,2020,2020,2,6,8,25,corn,japan,278676,6101665,4361474,172180,162303,10463139,865522,97620,Metric Tons
2020-02-27,2020,2020,2,6,9,26,corn,japan,277556,6379221,4332018,272712,248100,10711239,963522,98000,Metric Tons
2020-03-05,2020,2020,3,7,10,27,corn,japan,368207,6747428,4127578,138863,163767,10875006,1053522,90000,Metric Tons
2020-03-12,2020,2020,3,7,11,28,corn,japan,290642,7038070,4078231,257594,241295,11116301,1132842,79320,Metric Tons
2020-03-19,2020,2020,3,7,12,29,corn,japan,231475,7269545,4065948,198893,219192,11335493,1224282,91440,Metric Tons
2020-03-26,2020,2020,3,7,13,30,corn,japan,299211,7568756,4081309,257595,314572,11650065,1224282,0,Metric Tons
2020-04-02,2020,2020,4,8,14,31,corn,japan,315254,7884010,3945618,181261,179563,11829628,1323782,99500,Metric Tons
2020-04-09,2020,2020,4,8,15,32,corn,japan,348758,8232768,3803262,215217,206402,12036030,1323782,0,Metric Tons
2020-04-16,2020,2020,4,8,16,33,corn,japan,285056,8517824,3739259,238148,221053,12257083,1255462,-68320,Metric Tons
2020-04-23,2020,2020,4,8,17,34,corn,japan,190122,8707946,4093882,575424,544745,12801828,1543677,288215,Metric Tons
2020-04-30,2020,2020,4,8,18,35,corn,japan,393629,9101575,3841246,85138,140993,12942821,1543677,0,Metric Tons
2020-05-07,2020,2020,5,9,19,36,corn,japan,386866,9488441,3693969,204461,239589,13182410,1737622,193945,Metric Tons
2020-05-14,2020,2020,5,9,20,37,corn,japan,362877,9851318,3546122,190260,215030,13397440,1703092,-34530,Metric Tons
2020-05-21,2020,2020,5,9,21,38,corn,japan,321166,10172484,3305374,83043,80418,13477858,1703092,0,Metric Tons
2020-05-28,2020,2020,5,9,22,39,corn,japan,233271,10405755,3148732,89641,76629,13554487,1703092,0,Metric Tons
2020-06-04,2020,2020,6,10,23,40,corn,japan,293657,10699412,2945245,222478,90170,13644657,1688488,-14604,Metric Tons
2020-06-11,2020,2020,6,10,24,41,corn,japan,222900,10922312,2769718,61357,47373,13692030,1687588,-900,Metric Tons
2020-06-18,2020,2020,6,10,25,42,corn,japan,397412,11319724,2668046,259478,295740,13987770,1687588,0,Metric Tons
2020-06-25,2020,2020,6,10,26,43,corn,japan,283404,11603128,2552954,122184,168312,14156082,1709968,22380,Metric Tons
2020-07-02,2020,2020,7,11,27,44,corn,japan,358463,11961591,2285130,89671,90639,14246721,1831888,121920,Metric Tons
2020-07-09,2020,2020,7,11,28,45,corn,japan,275396,12236987,2056714,51107,46980,14293701,1831888,0,Metric Tons
2020-07-16,2020,2020,7,11,29,46,corn,japan,236224,12473211,1895048,50472,74558,14368259,2042904,211016,Metric Tons
2020-07-23,2020,2020,7,11,30,47,corn,japan,360780,12833991,1490137,14428,-44131,14324128,2154942,112038,Metric Tons
2020-07-30,2020,2020,7,11,31,48,corn,japan,184668,13018659,1388587,84640,83118,14407246,2407411,252469,Metric Tons
2020-08-06,2020,2020,8,12,32,49,corn,japan,225806,13244465,1178675,50275,15894,14423140,2572643,165232,Metric Tons
2020-08-13,2020,2020,8,12,33,50,corn,japan,297805,13542270,891430,13993,10560,14433700,2667419,94776,Metric Tons
2020-08-20,2020,2020,8,12,34,51,corn,japan,255303,13797573,698402,73350,62275,14495975,2900431,233012,Metric Tons
2020-08-27,2020,2020,8,12,35,52,corn,japan,224272,14021845,518201,44071,44071,14540046,2937931,37500,Metric Tons
2020-09-03,2020,2020,9,1,36,53,corn,japan,150103,14171948,363127,210,-4971,14535075,3453112,214972,Metric Tons
2021-09-02,2021,2022,9,1,35,1,soybeans,european union,0,0,7157302,820052,453550,7157302,0,0,Metric Tons
2021-09-09,2021,2022,9,1,36,2,soybeans,european union,0,0,7320300,173518,162998,7320300,0,0,Metric Tons
2021-09-16,2021,2022,9,1,37,3,soybeans,european union,0,0,7319500,313335,-800,7319500,12000,12000,Metric Tons
2021-09-23,2021,2022,9,1,38,4,soybeans,european union,0,0,7188100,226200,-131400,7188100,12000,0,Metric Tons
2021-09-30,2021,2022,9,1,39,5,soybeans,european union,0,0,6942100,92200,-246000,6942100,12000,0,Metric Tons
2021-10-07,2021,2022,10,2,40,6,soybeans,european union,0,0,6755750,343100,-186350,6755750,12000,0,Metric Tons
2021-10-14,2021,2022,10,2,41,7,soybeans,european union,0,0,7324500,1339916,568750,7324500,12000,0,Metric Tons
2021-10-21,2021,2022,10,2,42,8,soybeans,european union,0,0,6855200,296700,-469300,6855200,12000,0,Metric Tons
2021-10-28,2021,2022,10,2,43,9,soybeans,european union,0,0,6717552,654850,-137648,6717552,12000,0,Metric Tons
2021-11-04,2021,2022,11,3,44,10,soybeans,european union,0,0,5870152,305550,-847400,5870152,42000,30000,Metric Tons
2021-11-11,2021,2022,11,3,45,11,soybeans,european union,0,0,5930282,830930,60130,5930282,42000,0,Metric Tons
2021-11-18,2021,2022,11,3,46,12,soybeans,european union,0,0,5873852,695000,-56430,5873852,48000,6000,Metric Tons
2021-11-25,2021,2022,11,3,47,13,soybeans,european union,0,0,5830852,647200,-43000,5830852,0,-48000,Metric Tons
2021-12-02,2021,2022,12,4,48,14,soybeans,european union,0,0,5524452,613600,-306400,5524452,0,0,Metric Tons
2021-12-09,2021,2022,12,4,49,15,soybeans,european union,0,0,5137002,511500,-387450,5137002,140000,140000,Metric Tons
2021-12-16,2021,2022,12,4,50,16,soybeans,european union,0,0,4565202,214700,-571800,4565202,140000,0,Metric Tons
2021-12-23,2021,2022,12,4,51,17,soybeans,european union,0,0,4070702,285500,-494500,4070702,206000,66000,Metric Tons
2021-12-30,2021,2022,12,4,52,18,soybeans,european union,0,0,3445502,72373,-625200,3445502,272000,66000,Metric Tons
2022-01-06,2022,2022,1,5,1,19,soybeans,european union,0,0,3336502,247000,-109000,3336502,392000,120000,Metric Tons
2022-01-13,2022,2022,1,5,2,20,soybeans,european union,0,0,2352352,71350,-984150,2352352,458000,66000,Metric Tons
2022-01-20,2022,2022,1,5,3,21,soybeans,european union,0,0,1946552,119650,-405800,1946552,458000,0,Metric Tons
2022-01-27,2022,2022,1,5,4,22,soybeans,european union,0,0,2037176,579500,90624,2037176,590000,132000,Metric Tons
2022-02-03,2022,2022,2,6,5,23,soybeans,european union,0,0,2841576,1069700,804400,2841576,1023000,433000,Metric Tons
2022-02-10,2022,2022,2,6,6,24,soybeans,european union,0,0,3213302,716150,371726,3213302,1553000,530000,Metric Tons
2022-02-17,2022,2022,2,6,7,25,soybeans,european union,0,0,3220252,421250,6950,3220252,1745000,192000,Metric Tons
2022-02-24,2022,2022,2,6,8,26,soybeans,european union,0,0,3566152,447200,345900,3566152,1871000,126000,Metric Tons
